trip_id,date_departure,date_arrival,status,client_id,client_name,client_region,route_id,origin_city,destination_city,route_type,cargo_type,trip_distance_km,route_distance_km,route_has_port,truck_id,truck_brand,truck_model,truck_capacity_tons,truck_year,driver_id,driver_name,driver_commission_rate,cargo_tons_actual,load_factor_pct,delay_hours,revenue_uah,estimated_fuel_liters
TRP-03391,2023-11-24,2023-11-25,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,17.65,73.5,1.3,11288.94,98.21
TRP-03392,2023-11-24,2023-11-25,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.57,92.1,1.6,13498.6656,70.15
TRP-03393,2023-11-24,2023-11-24,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,25.05,104.4,0.6,8128.725,45.03
TRP-03394,2023-11-24,2023-11-26,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,22.6,90.4,0.7,22268.232,177.48
TRP-03395,2023-11-24,2023-11-24,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,25.49,106.2,0.5,6628.4196,44.71
TRP-03396,2023-11-25,2023-11-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.48,97.7,1.5,22149.9936,151.18
TRP-03397,2023-11-25,2023-11-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,21.49,89.5,1.7,19373.6648,188.43
TRP-03398,2023-11-25,2023-11-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.51,87.8,0.9,23168.8512,160.8
TRP-03399,2023-11-25,2023-11-26,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.34,87.1,1.4,13161.8718,70.15
TRP-03400,2023-11-25,2023-11-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.19,94.4,1.1,20109.4656,159.96
TRP-03401,2023-11-25,2023-11-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.49,87.2,1.0,18472.1448,159.96
TRP-03402,2023-11-25,2023-11-25,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,21.15,88.1,0.9,5890.698,50.37
TRP-03403,2023-11-25,2023-11-26,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.86,99.4,23.6,6464.5944,60.74
TRP-03404,2023-11-25,2023-11-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,21.41,89.2,0.3,23061.1392,208.48
TRP-03405,2023-11-25,2023-11-26,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,21.75,87.0,0.2,13162.23,84.01
TRP-03406,2023-11-25,2023-11-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-01,Олександр Ковальчук,0.12,17.12,68.5,0.7,16969.344,161.19
TRP-03407,2023-11-26,2023-11-26,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,22.7,103.2,0.1,5902.908,48.53
TRP-03408,2023-11-26,2023-11-27,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,20.06,93.3,0.7,12139.5096,78.28
TRP-03409,2023-11-26,2023-11-26,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,24.41,99.6,0.1,6347.5764,54.3
TRP-03410,2023-11-26,2023-11-28,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.41,91.5,14.3,22081.0212,251.77
TRP-03411,2023-11-26,2023-11-27,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.48,95.7,0.4,13216.8912,83.37
TRP-03412,2023-11-26,2023-11-28,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.8,97.0,1.8,22465.296,176.73
TRP-03413,2023-11-26,2023-11-27,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,22.22,88.9,0.8,20136.6528,136.88
TRP-03414,2023-11-26,2023-11-26,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,25.81,103.2,0.4,8375.345,54.29
TRP-03415,2023-11-26,2023-11-27,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,20.86,83.4,0.5,18805.7072,160.51
TRP-03416,2023-11-26,2023-11-27,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.0,91.6,0.7,13157.76,90.95
TRP-03417,2023-11-26,2023-11-28,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,19.24,77.0,0.1,20723.7888,209.01
TRP-03418,2023-11-27,2023-11-28,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,24.47,102.0,11.1,6363.1788,52.7
TRP-03419,2023-11-27,2023-11-28,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.24,90.8,0.9,20154.7776,194.17
TRP-03420,2023-11-27,2023-11-27,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.45,91.3,0.1,7188.324,34.08
TRP-03421,2023-11-27,2023-11-29,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,21.48,89.5,1.7,23136.5376,233.54
TRP-03422,2023-11-27,2023-11-29,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-11,Тарас Гончар,0.13,20.99,87.5,0.3,22608.7488,190.68
TRP-03423,2023-11-27,2023-11-27,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,22.59,90.4,0.3,5874.3036,38.28
TRP-03424,2023-11-27,2023-11-27,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-01,Олександр Ковальчук,0.12,24.09,96.4,1.7,6264.3636,38.28
TRP-03425,2023-11-27,2023-11-28,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,24.64,98.6,0.7,22329.7536,136.88
TRP-03426,2023-11-27,2023-11-28,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.92,95.5,1.4,13707.9936,90.95
TRP-03427,2023-11-28,2023-11-29,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.92,90.6,0.8,12054.7872,90.44
TRP-03428,2023-11-28,2023-11-30,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.14,91.9,0.6,22770.3168,151.18
TRP-03429,2023-11-28,2023-11-29,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.33,95.2,0.9,21142.5792,194.17
TRP-03430,2023-11-28,2023-11-29,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.75,92.5,1.8,19608.06,136.3
TRP-03431,2023-11-28,2023-11-29,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,23.63,98.5,0.2,14132.6304,83.19
TRP-03432,2023-11-28,2023-11-29,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.16,88.6,1.0,13253.4528,90.8
TRP-03433,2023-11-28,2023-11-28,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,24.98,102.0,0.5,6495.7992,45.78
TRP-03434,2023-11-28,2023-11-30,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,24.51,98.0,27.9,24150.1932,209.01
TRP-03435,2023-11-29,2023-11-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,23.06,100.3,1.7,13557.8964,60.77
TRP-03436,2023-11-29,2023-12-01,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,21.23,88.5,27.1,22867.2576,244.32
TRP-03437,2023-11-29,2023-11-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-09,Василь Кравець,0.13,22.61,96.2,0.6,13293.3234,71.04
TRP-03438,2023-11-29,2023-11-29,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,23.31,97.1,1.1,6061.5324,41.13
TRP-03439,2023-11-29,2023-11-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.52,94.1,1.3,13828.3488,86.07
TRP-03440,2023-11-29,2023-11-29,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,25.1,102.5,1.5,8144.95,40.93
TRP-03441,2023-11-30,2023-12-02,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-03,DAF,CF 85,21.5,2017,DRV-02,Віталій Бондаренко,0.12,19.82,92.2,0.7,21348.5184,194.75
TRP-03442,2023-11-30,2023-12-01,cancelled,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,18.92,88.0,1.5,,
TRP-03443,2023-11-30,2023-12-01,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,18.43,76.8,1.5,11153.0988,87.28
TRP-03444,2023-11-30,2023-12-02,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,22.41,91.5,1.2,22081.0212,181.43
TRP-03445,2023-11-30,2023-11-30,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,23.19,98.7,0.4,7525.155,34.08
TRP-03446,2023-11-30,2023-12-01,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,17.65,70.6,1.7,11288.94,83.5
TRP-03447,2023-12-01,2023-12-02,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,24.68,98.7,1.4,14510.3592,83.66
TRP-03448,2023-12-01,2023-12-01,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,24.56,100.2,1.3,6386.5824,45.78
TRP-03449,2023-12-02,2023-12-02,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,19.42,77.7,0.5,5408.8584,46.19
TRP-03450,2023-12-03,2023-12-04,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.21,87.9,1.3,12230.2836,60.77
TRP-03451,2023-12-04,2023-12-04,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,27.0,112.5,0.5,7021.08,41.13
TRP-03452,2023-12-05,2023-12-06,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,20.11,87.5,1.0,12403.2447,65.96
TRP-03453,2023-12-05,2023-12-06,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.97,95.7,1.3,13504.9818,87.28
TRP-03454,2023-12-05,2023-12-05,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.65,96.4,0.6,5889.906,38.12
TRP-03455,2023-12-06,2023-12-07,delayed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,18.68,77.8,6.7,11521.2636,90.95
TRP-03456,2023-12-06,2023-12-06,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,24.56,100.2,0.6,6386.5824,45.78
TRP-03457,2023-12-07,2023-12-07,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.46,88.4,1.8,5419.9992,48.53
TRP-03458,2023-12-07,2023-12-08,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,20.64,87.8,1.7,12490.5024,71.04
TRP-03459,2023-12-07,2023-12-07,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,26.23,109.3,0.3,8511.635,36.76
TRP-03460,2023-12-09,2023-12-09,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.31,95.1,1.6,7564.095,34.98
TRP-03461,2023-12-09,2023-12-09,delayed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.03,89.5,3.6,7047.5736,34.08
TRP-03462,2023-12-09,2023-12-10,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-01,Олександр Ковальчук,0.12,17.87,71.5,1.3,17712.744,165.15
TRP-03463,2023-12-09,2023-12-10,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,17.62,70.5,0.1,11269.752,83.66
TRP-03464,2023-12-10,2023-12-11,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-03,DAF,CF 85,21.5,2017,DRV-05,Ігор Шевченко,0.13,20.99,97.6,1.8,12702.3084,78.28
TRP-03465,2023-12-10,2023-12-10,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.49,94.0,0.3,6108.3396,46.19
TRP-03466,2023-12-10,2023-12-10,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,23.41,93.7,0.0,6087.5364,44.81
TRP-03467,2023-12-11,2023-12-11,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,20.72,82.9,0.2,5770.9344,44.89
TRP-03468,2023-12-11,2023-12-11,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,19.83,79.3,1.6,6645.4296,40.13
TRP-03469,2023-12-11,2023-12-11,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,23.1,94.3,0.3,7495.95,40.93
TRP-03470,2023-12-12,2023-12-13,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,22.07,90.1,1.1,20000.7168,163.7
TRP-03471,2023-12-13,2023-12-14,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,19.49,90.7,0.6,17570.6248,150.2
TRP-03472,2023-12-14,2023-12-15,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,19.97,86.8,1.3,12085.0452,60.77
TRP-03473,2023-12-14,2023-12-15,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,23.01,97.9,1.1,13528.4994,82.61
TRP-03474,2023-12-15,2023-12-16,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,20.34,84.8,1.5,12308.9544,76.65
TRP-03475,2023-12-15,2023-12-15,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,24.97,99.9,1.7,6493.1988,44.81
TRP-03476,2023-12-16,2023-12-17,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,18.11,75.5,1.1,10959.4476,87.28
TRP-03477,2023-12-16,2023-12-17,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,18.29,73.2,1.1,16488.8008,160.51
TRP-03478,2023-12-18,2023-12-19,delayed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,sunflower,132.0,132,1,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,19.21,87.3,20.1,5350.3692,48.53
TRP-03479,2023-12-18,2023-12-19,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.6,96.3,0.0,21387.264,139.93
TRP-03480,2023-12-19,2023-12-19,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,26.04,108.5,0.8,8449.98,36.76
TRP-03481,2023-12-20,2023-12-20,completed,CLT-04,ФГ Кукурудза Південь,Миколаївська,RTE-04,Миколаїв,Одеса,local,corn,132.0,132,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.01,95.7,1.0,5723.4804,43.79
TRP-03482,2023-12-20,2023-12-21,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,18.25,76.1,0.5,16452.74,167.46
TRP-03483,2023-12-20,2023-12-21,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.22,90.3,0.4,19130.2544,158.5
